index	red ir
2751	23757	27332
2752	23761	27347
2753	23759	27330
2754	23749	27367
2755	23776	27393
2756	23739	27401
2757	23751	27403
2758	23723	27399
2759	23763	27353
2760	23773	27412
2761	23769	27415
2762	23772	27412
2763	23758	27440
2764	23759	27397
2765	23801	27382
2766	23768	27445
2767	23743	27441
2768	23786	27454
2769	23789	27421
2770	23801	27433
2771	23792	27406
2772	23791	27466
2773	23788	27441
2774	23790	27489
2775	23781	27456
2776	23797	27435
2777	23792	27466
2778	23785	27428
2779	23782	27375
2780	23770	27411
2781	23722	27392
2782	23753	27297
2783	23746	27288
2784	23687	27290
2785	23655	27203
2786	23673	27147
2787	23653	27162
2788	23596	27140
2789	23640	27061
2790	23655	27054
2791	23583	27069
2792	23587	27010
2793	23593	26971
2794	23589	27004
2795	23544	26994
2796	23596	26941
2797	23595	26965
2798	23566	26990
2799	23549	26962
2800	23593	26916
2801	23581	26977
2802	23549	26989
2803	23593	26944
2804	23623	26957
2805	23560	26990
2806	23553	26951
2807	23595	26922
2808	23580	26977
2809	23562	26997
2810	23584	26929
2811	23608	26930
2812	23558	26964
2813	23547	26929
2814	23592	26893
2815	23577	26949
2816	23534	26953
2817	23580	26900
2818	23601	26898
2819	23554	26939
2820	23545	26929
2821	23568	26884
2822	23567	26941
2823	23544	26949
2824	23579	26915
2825	23608	26923
2826	23580	26983
2827	23555	26953
2828	23600	26932
2829	23606	26978
2830	23590	27001
2831	23562	27012
2832	23620	26965
2833	23632	26978
2834	23597	27023
2835	23579	26998
2836	23613	26964
2837	23614	26988
2838	23598	27037
2839	23575	27021
2840	23627	26990
2841	23631	27030
2842	23588	27062
2843	23616	27008
2844	23618	27019
2845	23589	27059
2846	23606	27025
2847	23633	26987
2848	23628	27049
2849	23574	27066
2850	23634	27032
2851	23614	27006
2852	23615	27025
2853	23602	27047
2854	23585	27062
2855	23586	27057
2856	23601	27069
2857	23617	27029
2858	23627	27035
2859	23662	27038
2860	23621	27089
2861	23606	27067
2862	23641	27037
2863	23640	27056
2864	23645	27058
2865	23650	27123
2866	23623	27139
2867	23626	27134
2868	23664	27108
2869	23687	27138
2870	23645	27175
2871	23645	27125
2872	23666	27105
2873	23665	27169
2874	23665	27185
2875	23644	27194
2876	23694	27147
2877	23680	27143
2878	23681	27182
2879	23682	27172
2880	23680	27139
2881	23683	27197
2882	23660	27215
2883	23689	27166
2884	23709	27168
2885	23674	27204
2886	23636	27217
2887	23653	27237
2888	23689	27171
2889	23685	27161
2890	23682	27210
2891	23653	27208
2892	23695	27157
2893	23711	27192
2894	23676	27233
2895	23681	27190
2896	23694	27185
2897	23679	27229
2898	23661	27222
2899	23711	27166
2900	23720	27232
2901	23664	27263
2902	23695	27221
2903	23704	27189
2904	23690	27255
2905	23670	27255
2906	23724	27214
2907	23733	27196
2908	23721	27259
2909	23684	27282
2910	23732	27232
2911	23723	27245
2912	23715	27297
2913	23695	27272
2914	23740	27232
2915	23737	27303
2916	23698	27306
2917	23735	27265
2918	23735	27270
2919	23718	27320
2920	23701	27328
2921	23732	27274
2922	23771	27281
2923	23726	27325
2924	23718	27291
2925	23742	27262
2926	23742	27311
2927	23705	27345
2928	23761	27292
2929	23781	27296
2930	23734	27343
2931	23722	27321
2932	23750	27300
2933	23751	27344
2934	23714	27353
2935	23765	27311
2936	23783	27353
2937	23736	27372
2938	23736	27318
2939	23760	27321
2940	23758	27361
2941	23711	27361
2942	23767	27312
2943	23788	27355
2944	23739	27382
2945	23747	27343
2946	23768	27340
2947	23760	27388
2948	23733	27395
2949	23784	27347
2950	23804	27364
2951	23752	27395
2952	23737	27342
2953	23760	27326
2954	23738	27265
2955	23724	27286
2956	23683	27276
2957	23713	27180
2958	23705	27165
2959	23643	27166
2960	23631	27096
2961	23638	27046
2962	23620	27067
2963	23575	27036
2964	23623	26983
2965	23617	27006
2966	23581	27014
2967	23596	26954
2968	23594	26949
2969	23586	26932
2970	23591	26965
2971	23559	26997
2972	23591	26938
2973	23616	26933
2974	23579	26983
2975	23551	26966
2976	23585	26931
2977	23589	26960
2978	23561	26973
2979	23593	26928
2980	23620	26923
2981	23623	26927
2982	23567	26956
2983	23551	26935
2984	23577	26915
2985	23575	26887
2986	23571	26876
2987	23558	26934
2988	23527	26903
2989	23578	26856
2990	23592	26898
2991	23538	26910
2992	23552	26871
2993	23563	26855
2994	23543	26901
2995	23520	26885
2996	23578	26852
2997	23596	26912
2998	23542	26932
2999	23569	26902
3000	23582	26879
3001	23571	26946
3002	23551	26935
3003	23602	26902
3004	23618	26923
3005	23587	26976
3006	23575	26934
3007	23602	26915
3008	23599	26988
3009	23566	26994
3010	23624	26929
3011	23630	26973
3012	23592	27014
3013	23584	26957
3014	23601	26932
3015	23607	26986
3016	23574	26997
3017	23612	26943
3018	23637	26949
3019	23595	27004
3020	23576	26961
3021	23611	26933
3022	23609	26995
3023	23581	26995
3024	23605	26958
3025	23629	26968
3026	23591	27012
3027	23584	26962
3028	23613	26953
3029	23613	26934
3030	23607	26970
3031	23608	27006
3032	23569	27021
3033	23635	26965
3034	23640	26972
3035	23603	27035
3036	23597	26991
3037	23625	26965
3038	23622	27022
3039	23630	27045
3040	23598	27025
3041	23652	26995
3042	23645	27049
3043	23612	27079
3044	23657	27047
3045	23659	27050
3046	23652	27104
3047	23624	27082
3048	23673	27066
3049	23702	27108
3050	23652	27139
3051	23663	27106
3052	23678	27092
3053	23652	27163
3054	23646	27138
3055	23694	27104
3056	23703	27145
3057	23653	27165
3058	23679	27129
3059	23682	27109
3060	23666	27160
3061	23658	27145
3062	23704	27111
3063	23700	27154
3064	23661	27161
3065	23701	27123
3066	23682	27126
3067	23681	27181
3068	23663	27138
3069	23719	27115
3070	23695	27175
3071	23699	27191
3072	23667	27187
3073	23708	27144
3074	23698	27168
3075	23681	27210
3076	23706	27167
3077	23730	27151
3078	23699	27199
3079	23668	27200
3080	23711	27153
3081	23710	27191
3082	23667	27214
3083	23709	27170
3084	23736	27168
3085	23700	27212
3086	23688	27216
3087	23679	27218
3088	23715	27186
3089	23715	27176
3090	23702	27230
3091	23709	27205
3092	23684	27210
3093	23749	27192
3094	23716	27242
3095	23682	27236
3096	23716	27183
3097	23728	27238
3098	23688	27247
3099	23739	27208
3100	23762	27230
3101	23707	27268
3102	23712	27223
3103	23733	27206
3104	23730	27263
3105	23700	27247
3106	23749	27200
3107	23737	27266
3108	23708	27265
3109	23738	27236
3110	23734	27228
3111	23720	27279
3112	23708	27245
3113	23757	27229
3114	23733	27279
3115	23712	27258
3116	23755	27231
3117	23740	27293
3118	23705	27293
3119	23766	27255
3120	23772	27293
3121	23724	27321
3122	23770	27278
3123	23752	27291
3124	23727	27330
3125	23737	27283
3126	23785	27263
3127	23741	27335
3128	23722	27319
3129	23754	27275
3130	23751	27300
3131	23746	27341
3132	23724	27301
3133	23773	27266
3134	23760	27300
3135	23709	27300
3136	23733	27226
3137	23716	27197
3138	23680	27225
3139	23644	27174
3140	23674	27098
3141	23675	27084
3142	23618	27072
3143	23597	26993
3144	23609	26933
3145	23591	26948
3146	23542	26943
3147	23563	26912
3148	23533	26898
3149	23539	26846
3150	23576	26796
3151	23571	26793
3152	23541	26834
3153	23511	26846
3154	23553	26788
3155	23534	26797
3156	23519	26838
3157	23542	26822
3158	23515	26848
3159	23544	26793
3160	23573	26775
3161	23530	26845
3162	23507	26812
3163	23541	26773
3164	23530	26831
3165	23494	26819
3166	23556	26771
3167	23562	26802
3168	23512	26824
3169	23495	26794
3170	23527	26749
3171	23535	26794
3172	23516	26821
3173	23525	26774
3174	23550	26752
3175	23527	26795
3176	23500	26803
3177	23523	26764
3178	23534	26773
3179	23510	26825
3180	23503	26789
3181	23558	26775
3182	23556	26827
3183	23524	26853
3184	23563	26821
3185	23566	26828
3186	23550	26898
3187	23539	26874
3188	23585	26857
3189	23607	26910
3190	23566	26943
3191	23591	26895
3192	23591	26926
3193	23568	26961
3194	23587	26920
3195	23621	26894
3196	23580	26961
3197	23566	26929
3198	23598	26909
3199	23583	26970
3200	23577	26946
3201	23615	26909
3202	23611	26962
3203	23570	26981
3204	23607	26928
3205	23596	26971
3206	23572	26989
3207	23618	26934
3208	23644	26942
3209	23595	26982
3210	23586	26969
3211	23605	26932
3212	23607	26976
3213	23576	27008
3214	23607	26964
3215	23636	26942
3216	23600	26992
3217	23573	27006
3218	23615	26961
3219	23614	26981
3220	23619	27035
3221	23595	26997
3222	23652	26973
3223	23648	27031
3224	23607	27050
3225	23629	27014
3226	23632	27008
3227	23622	27061
3228	23594	27071
3229	23664	27025
3230	23663	27076
3231	23616	27078
3232	23671	27044
3233	23655	27049
3234	23638	27112
3235	23641	27067
3236	23681	27062
3237	23645	27115
3238	23639	27098
3239	23666	27055
3240	23668	27124
3241	23636	27131
3242	23686	27095
3243	23699	27121
3244	23659	27142
3245	23693	27141
3246	23679	27152
3247	23672	27150
3248	23670	27180
3249	23661	27176
3250	23655	27177
3251	23701	27168
3252	23710	27152
3253	23728	27164
3254	23683	27209
3255	23686	27183
3256	23707	27161
3257	23690	27234
3258	23674	27240
3259	23683	27202
3260	23729	27186
3261	23750	27208
3262	23715	27251
3263	23746	27230
3264	23716	27254
3265	23684	27270
3266	23722	27221
3267	23730	27226
3268	23716	27280
3269	23699	27264
3270	23748	27212
3271	23731	27278
3272	23706	27289
3273	23699	27295
3274	23734	27260
3275	23746	27261
3276	23739	27235
3277	23740	27291
3278	23703	27299
3279	23761	27259
3280	23764	27313
3281	23716	27322
3282	23771	27275
3283	23763	27319
3284	23731	27333
3285	23765	27289
3286	23780	27319
3287	23745	27352
3288	23759	27316
3289	23766	27303
3290	23733	27357
3291	23733	27313
3292	23792	27302
3293	23750	27368
3294	23730	27331
3295	23768	27300
3296	23767	27363
3297	23732	27352
3298	23789	27318
3299	23775	27373
3300	23738	27373
3301	23776	27335
3302	23790	27390
3303	23747	27395
3304	23794	27346
3305	23819	27347
3306	23788	27396
3307	23766	27419
3308	23787	27379
3309	23798	27368
3310	23782	27434
3311	23766	27421
3312	23809	27389
3313	23832	27387
3314	23780	27430
3315	23761	27424
3316	23796	27367
3317	23779	27371
3318	23750	27373
3319	23744	27303
3320	23709	27316
3321	23699	27242
3322	23731	27175
3323	23703	27201
3324	23652	27171
3325	23661	27085
3326	23650	27052
3327	23620	27062
3328	23603	27039
3329	23632	26974
3330	23629	27005
3331	23574	27003
3332	23587	26951
3333	23600	26913
3334	23596	26969
3335	23564	26976
3336	23572	26929
3337	23614	26901
3338	23601	26961
3339	23580	26986
3340	23556	26967
3341	23598	26912
3342	23595	26943
3343	23571	26972
3344	23572	26915
3345	23619	26888
3346	23576	26937
3347	23553	26950
3348	23589	26897
3349	23579	26879
3350	23557	26935
3351	23549	26882
3352	23595	26848
3353	23572	26906
3354	23542	26917
3355	23568	26858
3356	23566	26872
3357	23541	26915
3358	23547	26861
3359	23592	26838
3360	23551	26892
3361	23526	26888
3362	23571	26827
3363	23565	26894
3364	23536	26916
3365	23576	26868
3366	23605	26872
3367	23568	26925
3368	23556	26899
3369	23604	26886
3370	23589	26956
3371	23560	26966
3372	23616	26934
3373	23636	26927
3374	23583	26980
3375	23576	26966
3376	23604	26934
3377	23609	26977
3378	23568	26993
3379	23573	27004
3380	23584	26967
3381	23619	26953
3382	23637	26947
3383	23587	26993
3384	23580	26964
3385	23609	26936
3386	23609	26988
3387	23571	26989
3388	23604	26956
3389	23645	26942
3390	23592	26992
3391	23562	26983
3392	23603	26948
3393	23614	26998
3394	23585	27014
3395	23612	26964
3396	23640	26959
3397	23597	27015
3398	23580	27014
3399	23615	26981
3400	23622	27025
3401	23597	27051
3402	23642	27014
3403	23665	27024
3404	23636	27073
3405	23615	27039
3406	23650	27023
3407	23642	27097
3408	23622	27103
3409	23663	27042
3410	23685	27067
3411	23635	27128
3412	23636	27079
3413	23662	27063
3414	23656	27112
3415	23620	27119
3416	23684	27083
3417	23683	27112
3418	23649	27157
3419	23660	27112
3420	23678	27111
3421	23655	27157
3422	23650	27155
3423	23699	27099
3424	23687	27162
3425	23647	27171
3426	23684	27124
3427	23678	27124
3428	23666	27179
3429	23655	27147
3430	23707	27125
3431	23705	27178
3432	23659	27198
3433	23700	27157
3434	23698	27160
3435	23692	27165
3436	23682	27221
3437	23671	27187
3438	23723	27167
3439	23717	27230
3440	23687	27241
3441	23731	27194
3442	23714	27205
3443	23705	27266
3444	23693	27222
3445	23745	27197
3446	23753	27210
3447	23731	27271
3448	23699	27282
3449	23746	27292
3450	23704	27275
3451	23730	27238
3452	23731	27285
3453	23710	27314
3454	23731	27257
3455	23752	27238
3456	23767	27279
3457	23717	27301
3458	23724	27258
3459	23732	27239
3460	23730	27290
3461	23695	27290
3462	23746	27253
3463	23759	27301
3464	23708	27333
3465	23738	27286
3466	23743	27269
3467	23730	27326
3468	23708	27330
3469	23765	27289
3470	23772	27333
3471	23740	27349
3472	23746	27319
3473	23759	27303
3474	23743	27364
3475	23726	27343
3476	23778	27309
3477	23773	27365
3478	23730	27374
3479	23778	27332
3480	23768	27332
3481	23747	27400
3482	23745	27356
3483	23812	27331
3484	23780	27397
3485	23753	27404
3486	23777	27353
3487	23769	27361
3488	23746	27388
3489	23739	27317
3490	23773	27277
3491	23726	27305
3492	23685	27266
3493	23706	27197
3494	23693	27206
3495	23649	27188
3496	23679	27115
3497	23698	27100
3498	23639	27124
3499	23621	27057
3500	23632	27008
3501	23622	27052
3502	23583	27055
3503	23641	26976
3504	23633	27017
3505	23596	27035
3506	23595	26996
3507	23613	26981
3508	23593	27017
3509	23576	26996
3510	23618	26966
3511	23640	27001
3512	23578	27038
3513	23602	26986
3514	23613	26971
3515	23595	27040
3516	23579	27018
3517	23627	26971
3518	23630	27030
3519	23582	27026
3520	23623	26985
3521	23612	26961
3522	23621	26997
3523	23585	27033
3524	23585	26969
3525	23626	26959
3526	23592	27003
3527	23572	27009
3528	23599	26958
3529	23615	27002
3530	23583	27032
3531	23594	26981
3532	23638	26969
3533	23597	27029
3534	23573	27028
3535	23610	27001
3536	23620	27044
3537	23593	27067
3538	23624	27030
3539	23649	27033
3540	23668	27032
3541	23628	27100
3542	23609	27086
3543	23643	27061
3544	23642	27097
3545	23614	27127
3546	23654	27078
3547	23682	27063
3548	23630	27105
3549	23606	27101
3550	23636	27064
3551	23646	27106
3552	23615	27112
3553	23651	27069
3554	23672	27042
3555	23669	27078
3556	23627	27124
3557	23612	27091
3558	23634	27057
3559	23636	27090
3560	23607	27103
3561	23647	27058
3562	23673	27054
3563	23630	27105
3564	23614	27061
3565	23640	27043
3566	23635	27100
3567	23603	27123
3568	23670	27074
3569	23683	27097
3570	23637	27144
3571	23618	27112
3572	23657	27084
3573	23654	27144
3574	23626	27157
3575	23682	27124
3576	23706	27147
3577	23657	27191
3578	23659	27146
3579	23691	27133
3580	23679	27195
3581	23641	27200
3582	23695	27166
3583	23710	27191
3584	23667	27224
3585	23676	27230
3586	23668	27192
3587	23694	27181
3588	23694	27217
3589	23681	27242
3590	23673	27202
3591	23727	27187
3592	23692	27224
3593	23660	27231
3594	23700	27178
3595	23710	27252
3596	23680	27270
3597	23710	27221
3598	23739	27220
3599	23698	27263
3600	23679	27244
3601	23723	27206
3602	23720	27270
3603	23688	27295
3604	23719	27243
3605	23757	27268
3606	23693	27303
3607	23699	27268
3608	23735	27245
3609	23737	27310
3610	23704	27321
3611	23752	27277
3612	23764	27295
3613	23731	27335
3614	23711	27302
3615	23738	27278
3616	23746	27339
3617	23713	27344
3618	23768	27308
3619	23772	27310
3620	23735	27363
3621	23731	27312
3622	23740	27282
3623	23740	27348
3624	23711	27349
3625	23773	27305
3626	23763	27289
3627	23778	27328
3628	23740	27371
3629	23731	27328
3630	23756	27310
3631	23754	27368
3632	23716	27369
3633	23775	27325
3634	23791	27374
3635	23754	27410
3636	23757	27406
3637	23770	27405
3638	23772	27427
3639	23761	27428
3640	23769	27398
3641	23773	27382
3642	23793	27386
3643	23786	27415
3644	23783	27437
3645	23766	27461
3646	23793	27417
3647	23821	27389
3648	23773	27443
3649	23770	27455
3650	23763	27407
3651	23794	27378
3652	23792	27422
3653	23795	27417
3654	23780	27438
3655	23760	27461
3656	23806	27387
3657	23826	27402
3658	23759	27436
3659	23750	27389
3660	23780	27346
3661	23764	27379
3662	23737	27375
3663	23738	27302
3664	23763	27248
3665	23700	27270
3666	23664	27224
3667	23696	27155
3668	23671	27139
3669	23634	27146
3670	23628	27073
3671	23660	27017
3672	23635	27054
3673	23589	27049
3674	23626	26983
3675	23619	26971
3676	23596	26999
3677	23569	26946
3678	23614	26927
3679	23602	26956
3680	23561	26970
3681	23596	26924
3682	23569	26936
3683	23567	26965
3684	23568	26916
3685	23605	26893
3686	23576	26930
3687	23550	26957
3688	23598	26895
3689	23576	26907
3690	23552	26936
3691	23544	26893
3692	23601	26850
3693	23568	26904
3694	23530	26917
3695	23576	26852
3696	23556	26874
3697	23538	26901
3698	23537	26847
3699	23583	26826
3700	23544	26883
3701	23514	26871
3702	23553	26842
3703	23552	26836
3704	23547	26891
3705	23529	26866
3706	23582	26829
3707	23574	26876
3708	23541	26913
3709	23554	26879
3710	23574	26864
3711	23574	26921
3712	23540	26939
3713	23598	26896
3714	23609	26960
3715	23575	26985
3716	23596	26933
3717	23600	26947
3718	23587	26999
3719	23588	26967
3720	23623	26945
3721	23608	27000
3722	23573	27007
3723	23617	26959
3724	23613	26997
3725	23594	27022
3726	23585	26972
3727	23623	26939
3728	23613	27003
3729	23582	27014
3730	23624	26976
3731	23609	26996
3732	23596	27032
3733	23589	26998
3734	23631	26975
3735	23626	27033
3736	23591	27040
3737	23622	27010
3738	23617	27030
3739	23607	27068
3740	23599	27039
3741	23655	27004
3742	23641	27067
3743	23598	27087
3744	23622	27054
3745	23643	27032
3746	23649	27071
3747	23621	27101
3748	23617	27082
3749	23649	27061
3750	23677	27057
3751	23641	27121
3752	23633	27127
3753	23657	27082
3754	23665	27089
3755	23650	27137
3756	23614	27138
3757	23661	27125
3758	23702	27108
3759	23660	27166
3760	23638	27175
3761	23676	27125
3762	23684	27161
3763	23646	27201
3764	23681	27153
3765	23710	27155
3766	23680	27200
3767	23665	27202
3768	23664	27166
3769	23687	27138
3770	23696	27206
3771	23649	27208
3772	23712	27175
3773	23711	27155
3774	23735	27189
3775	23683	27243
3776	23684	27191
3777	23707	27173
3778	23701	27234
3779	23666	27242
3780	23724	27198
3781	23726	27224
3782	23703	27267
3783	23679	27268
3784	23720	27236
3785	23733	27282
3786	23692	27318
3787	23713	27276
3788	23696	27328
3789	23728	27285
3790	23751	27262
3791	23751	27328
3792	23722	27351
3793	23759	27309
3794	23746	27327
3795	23737	27390
3796	23744	27343
3797	23794	27333
3798	23755	27399
3799	23744	27400
3800	23769	27372
3801	23785	27419
3802	23752	27447
3803	23792	27408
3804	23822	27409
3805	23784	27462
3806	23765	27441
3807	23802	27416
3808	23806	27474
3809	23771	27508
3810	23812	27460
3811	23843	27467
3812	23807	27528
3813	23773	27516
3814	23822	27469
3815	23822	27527
3816	23796	27559
3817	23839	27509
3818	23868	27530
3819	23828	27580
3820	23821	27565
3821	23845	27539
3822	23856	27600
3823	23828	27619
3824	23859	27591
3825	23901	27602
3826	23862	27647
3827	23829	27637
3828	23881	27595
3829	23877	27648
3830	23844	27670
3831	23883	27619
3832	23915	27618
3833	23879	27681
3834	23861	27652
3835	23893	27621
3836	23894	27677
3837	23841	27692
3838	23889	27603
3839	23886	27593
3840	23835	27619
3841	23819	27539
3842	23824	27485
3843	23799	27496
3844	23758	27465
3845	23796	27381
3846	23779	27385
3847	23723	27384
3848	23718	27326
3849	23732	27265
3850	23707	27316
3851	23673	27281
3852	23717	27219
3853	23716	27253
3854	23673	27255
3855	23703	27196
3856	23684	27200
3857	23663	27229
3858	23671	27178
3859	23715	27157
3860	23674	27203
3861	23651	27176
3862	23677	27121
3863	23673	27176
3864	23643	27180
3865	23670	27127
3866	23677	27121
3867	23685	27107
3868	23666	27139
3869	23635	27157
3870	23638	27091
3871	23649	27065
3872	23654	27108
3873	23629	27137
3874	23631	27082
3875	23671	27056
3876	23635	27111
3877	23614	27091
3878	23635	27035
3879	23643	27090
3880	23615	27109
3881	23608	27073
3882	23662	27035
3883	23655	27099
3884	23612	27113
3885	23635	27085
3886	23660	27065
3887	23640	27122
3888	23613	27131
3889	23671	27101
3890	23689	27133
3891	23646	27163
3892	23659	27129
3893	23674	27120
3894	23669	27164
3895	23634	27189
3896	23688	27134
3897	23703	27144
3898	23658	27197
3899	23660	27162
3900	23675	27137
3901	23684	27191
3902	23649	27185
3903	23691	27141
3904	23714	27170
3905	23668	27212
3906	23669	27182
3907	23695	27155
3908	23692	27219
3909	23671	27228
3910	23711	27185
3911	23725	27206
3912	23672	27252
3913	23684	27203
3914	23711	27187
3915	23696	27190
3916	23690	27251
3917	23669	27238
3918	23720	27204
3919	23721	27249
3920	23675	27264
3921	23715	27230
3922	23723	27227
3923	23716	27290
3924	23698	27253
3925	23751	27227
3926	23762	27287
3927	23715	27326
3928	23713	27281
3929	23740	27267
3930	23735	27321
3931	23741	27331
3932	23720	27357
3933	23760	27307
3934	23785	27324
3935	23737	27359
3936	23730	27332
3937	23752	27308
3938	23753	27353
3939	23724	27379
3940	23727	27385
3941	23759	27352
3942	23794	27339
3943	23761	27382
3944	23733	27410
3945	23792	27346
3946	23762	27374
3947	23777	27411
3948	23735	27405
3949	23801	27374
3950	23815	27415
3951	23766	27436
3952	23778	27406
3953	23798	27393
3954	23773	27455
3955	23749	27446
3956	23808	27402
3957	23829	27412
3958	23785	27468
3959	23762	27479
3960	23809	27428
3961	23793	27465
3962	23787	27489
3963	23791	27447
3964	23829	27442
3965	23799	27480
3966	23769	27479
3967	23816	27449
3968	23811	27478
3969	23800	27520
3970	23813	27475
3971	23853	27462
3972	23807	27513
3973	23790	27515
3974	23821	27467
3975	23826	27526
3976	23806	27545
3977	23835	27507
3978	23866	27505
3979	23829	27551
3980	23816	27522
3981	23840	27505
3982	23834	27556
3983	23808	27586
3984	23839	27523
3985	23881	27528
3986	23818	27580
3987	23827	27538
3988	23843	27512
3989	23847	27563
3990	23811	27565
3991	23857	27532
3992	23871	27553
3993	23826	27583
3994	23835	27533
3995	23854	27522
3996	23849	27566
3997	23808	27553
3998	23862	27511
3999	23861	27572
4000	23827	27591
4001	23871	27550
4002	23860	27590
4003	23841	27627
4004	23862	27572
4005	23905	27567
4006	23849	27618
4007	23845	27629
4008	23823	27583
4009	23843	27525
4010	23837	27549
4011	23797	27537
4012	23843	27463
4013	23835	27439
4014	23775	27459
4015	23762	27382
4016	23771	27339
4017	23769	27359
4018	23713	27343
4019	23747	27275
4020	23747	27271
4021	23704	27293
4022	23692	27246
4023	23717	27206
4024	23721	27258
4025	23675	27261
4026	23729	27193
4027	23736	27227
4028	23686	27267
4029	23703	27213
4030	23714	27211
4031	23700	27265
4032	23696	27270
4033	23689	27243
4034	23733	27213
4035	23722	27256
4036	23684	27269
4037	23733	27224
4038	23711	27211
4039	23697	27269
4040	23689	27215
4041	23733	27199
4042	23696	27240
4043	23664	27234
4044	23705	27195
4045	23713	27226
4046	23668	27256
4047	23691	27200
4048	23730	27187
4049	23690	27246
4050	23677	27229
4051	23703	27206
4052	23710	27242
4053	23686	27285
4054	23722	27244
4055	23757	27250
4056	23711	27305
4057	23718	27273
4058	23732	27255
4059	23736	27320
4060	23705	27317
4061	23767	27288
4062	23769	27341
4063	23716	27357
4064	23765	27311
4065	23765	27317
4066	23731	27368
4067	23722	27338
4068	23771	27300
4069	23765	27364
4070	23728	27366
4071	23775	27325
4072	23749	27342
4073	23735	27384
4074	23737	27344
4075	23768	27333
4076	23784	27319
4077	23777	27369
4078	23734	27377
4079	23777	27338
4080	23783	27381
4081	23731	27376
4082	23762	27343
4083	23765	27381
4084	23735	27403
4085	23784	27360
4086	23798	27385
4087	23760	27425
4088	23759	27384
4089	23786	27380
4090	23763	27446
4091	23753	27418
4092	23806	27385
4093	23775	27451
4094	23765	27469
4095	23795	27429
4096	23789	27439
4097	23782	27481
4098	23796	27450
4099	23844	27433
4100	23790	27486
4101	23767	27454
4102	23804	27431
4103	23805	27482
4104	23776	27486
4105	23834	27436
4106	23824	27495
4107	23784	27527
4108	23792	27475
4109	23822	27446
4110	23820	27506
4111	23791	27525
4112	23820	27478
4113	23851	27485
4114	23810	27538
4115	23793	27528
4116	23822	27491
4117	23828	27522
4118	23812	27564
4119	23823	27515
4120	23863	27499
4121	23851	27572
4122	23813	27570
4123	23856	27537
4124	23847	27533
4125	23838	27597
4126	23801	27587
4127	23855	27535
4128	23881	27573
4129	23836	27600
4130	23835	27571
4131	23858	27552
4132	23850	27603
4133	23841	27572
4134	23896	27550
4135	23853	27616
4136	23815	27615
4137	23865	27561
4138	23868	27639
4139	23852	27657
4140	23886	27606
4141	23904	27634
4142	23840	27674
4143	23883	27640
4144	23891	27628
4145	23864	27666
4146	23853	27673
4147	23906	27627
4148	23905	27616
4149	23877	27666
4150	23846	27674
4151	23885	27624
4152	23884	27649
4153	23870	27693
4154	23858	27666
4155	23913	27628
4156	23905	27682
4157	23879	27711
4158	23902	27689
4159	23899	27669
4160	23901	27712
4161	23863	27712
4162	23924	27680
4163	23943	27677
4164	23883	27730
4165	23869	27704
4166	23916	27663
4167	23910	27720
4168	23882	27757
4169	23915	27706
4170	23943	27699
4171	23907	27740
4172	23874	27701
4173	23902	27669
4174	23880	27719
4175	23860	27674
4176	23894	27610
4177	23873	27631
4178	23828	27608
4179	23851	27524
4180	23833	27548
4181	23788	27535
4182	23831	27466
4183	23833	27462
4184	23772	27478
4185	23778	27420
4186	23779	27395
4187	23754	27431
4188	23739	27409
4189	23779	27367
4190	23795	27392
4191	23758	27421
4192	23741	27377
4193	23776	27348
4194	23774	27401
4195	23733	27402
4196	23768	27360
4197	23786	27343
4198	23744	27396
4199	23727	27375
4200	23766	27346
4201	23753	27366
4202	23743	27392
4203	23737	27342
4204	23778	27325
4205	23745	27357
4206	23726	27384
4207	23770	27330
4208	23753	27331
4209	23731	27365
4210	23731	27320
4211	23774	27301
4212	23732	27364
4213	23732	27351
4214	23760	27290
4215	23749	27354
4216	23710	27355
4217	23762	27308
4218	23773	27371
4219	23740	27382
4220	23781	27337
4221	23775	27385
4222	23742	27423
4223	23768	27381
4224	23811	27372
4225	23764	27437
4226	23772	27397
4227	23791	27391
4228	23791	27443
4229	23755	27464
4230	23778	27438
4231	23824	27412
4232	23792	27474
4233	23779	27488
4234	23785	27490
4235	23777	27470
4236	23823	27465
4237	23808	27454
4238	23795	27495
4239	23796	27514
4240	23786	27513
4241	23782	27515
4242	23784	27484
4243	23824	27460
4244	23849	27473
4245	23801	27514
4246	23777	27512
4247	23829	27494
4248	23829	27493
4249	23867	27473
4250	23868	27492
4251	23863	27492
4252	23866	27511
4253	23853	27510
4254	23852	27546
4255	23868	27502
4256	23866	27533
4257	23855	27527
4258	23886	27537
4259	23837	27590
4260	23817	27576
4261	23857	27554
4262	23817	27565
4263	23867	27577
4264	23852	27622
4265	23839	27637
4266	23845	27592
4267	23872	27560
4268	23848	27617
4269	23832	27598
4270	23898	27581
4271	23842	27631
4272	23873	27593
4273	23862	27618
4274	23825	27606
4275	23887	27569
4276	23853	27639
4277	23831	27627
4278	23879	27589
4279	23874	27645
4280	23827	27659
4281	23912	27593
4282	23890	27665
4283	23849	27653
4284	23883	27621
4285	23869	27691
4286	23895	27659
4287	23907	27671
4288	23863	27708
4289	23917	27651
4290	23910	27701
4291	23871	27720
4292	23929	27678
4293	23926	27704
4294	23880	27732
4295	23906	27694
4296	23905	27693
4297	23896	27754
4298	23910	27723
4299	23957	27724
4300	23918	27790
4301	23926	27752
4302	23934	27760
4303	23909	27818
4304	23944	27782
