index	red ir
6179	23901	27734
6180	23860	27753
6181	23857	27721
6182	23908	27708
6183	23929	27745
6184	23869	27776
6185	23870	27749
6186	23897	27713
6187	23892	27733
6188	23885	27770
6189	23867	27775
6190	23908	27724
6191	23926	27710
6192	23891	27767
6193	23884	27737
6194	23900	27708
6195	23901	27771
6196	23885	27778
6197	23894	27743
6198	23940	27719
6199	23900	27784
6200	23871	27786
6201	23913	27727
6202	23900	27745
6203	23880	27756
6204	23864	27690
6205	23892	27653
6206	23874	27664
6207	23815	27651
6208	23856	27566
6209	23818	27534
6210	23799	27570
6211	23760	27516
6212	23800	27453
6213	23777	27467
6214	23739	27456
6215	23756	27412
6216	23756	27389
6217	23734	27424
6218	23728	27365
6219	23704	27370
6220	23744	27330
6221	23768	27336
6222	23722	27393
6223	23695	27363
6224	23727	27325
6225	23731	27367
6226	23687	27390
6227	23750	27339
6228	23751	27361
6229	23712	27385
6230	23718	27344
6231	23736	27322
6232	23721	27384
6233	23706	27350
6234	23747	27306
6235	23728	27359
6236	23686	27363
6237	23731	27321
6238	23725	27346
6239	23699	27379
6240	23727	27309
6241	23752	27324
6242	23701	27360
6243	23710	27321
6244	23720	27295
6245	23707	27355
6246	23692	27332
6247	23740	27301
6248	23734	27363
6249	23695	27375
6250	23728	27344
6251	23737	27325
6252	23732	27398
6253	23704	27406
6254	23762	27364
6255	23786	27393
6256	23772	27412
6257	23760	27439
6258	23754	27455
6259	23735	27485
6260	23741	27485
6261	23770	27474
6262	23805	27434
6263	23802	27435
6264	23789	27437
6265	23815	27456
6266	23764	27500
6267	23742	27487
6268	23781	27443
6269	23781	27493
6270	23749	27499
6271	23792	27449
6272	23780	27503
6273	23750	27487
6274	23790	27451
6275	23776	27528
6276	23766	27465
6277	23810	27486
6278	23762	27525
6279	23801	27472
6280	23786	27523
6281	23767	27510
6282	23838	27486
6283	23783	27546
6284	23789	27553
6285	23761	27557
6286	23812	27510
6287	23818	27514
6288	23803	27578
6289	23793	27555
6290	23835	27524
6291	23826	27589
6292	23790	27594
6293	23834	27542
6294	23822	27607
6295	23804	27605
6296	23849	27565
6297	23836	27617
6298	23809	27598
6299	23845	27580
6300	23836	27644
6301	23812	27638
6302	23855	27596
6303	23855	27642
6304	23807	27650
6305	23846	27601
6306	23851	27645
6307	23821	27646
6308	23851	27605
6309	23883	27595
6310	23848	27653
6311	23819	27650
6312	23857	27615
6313	23858	27651
6314	23838	27677
6315	23838	27635
6316	23878	27611
6317	23890	27644
6318	23853	27688
6319	23831	27656
6320	23870	27656
6321	23856	27633
6322	23863	27647
6323	23851	27687
6324	23829	27688
6325	23864	27635
6326	23893	27617
6327	23848	27677
6328	23831	27681
6329	23851	27654
6330	23869	27646
6331	23876	27627
6332	23862	27658
6333	23855	27701
6334	23848	27670
6335	23885	27644
6336	23900	27699
6337	23857	27709
6338	23861	27673
6339	23882	27670
6340	23872	27723
6341	23855	27728
6342	23899	27681
6343	23918	27688
6344	23867	27735
6345	23863	27706
6346	23894	27693
6347	23906	27721
6348	23876	27755
6349	23891	27712
6350	23925	27695
6351	23892	27757
6352	23874	27764
6353	23900	27714
6354	23916	27774
6355	23876	27804
6356	23929	27718
6357	23928	27758
6358	23921	27764
6359	23889	27776
6360	23884	27707
6361	23894	27658
6362	23873	27650
6363	23838	27674
6364	23829	27605
6365	23856	27557
6366	23816	27579
6367	23778	27561
6368	23802	27487
6369	23795	27494
6370	23774	27524
6371	23760	27461
6372	23817	27441
6373	23809	27430
6374	23757	27480
6375	23743	27457
6376	23764	27407
6377	23772	27448
6378	23737	27463
6379	23782	27414
6380	23810	27414
6381	23744	27455
6382	23759	27415
6383	23780	27401
6384	23767	27453
6385	23734	27457
6386	23793	27399
6387	23794	27428
6388	23748	27470
6389	23762	27415
6390	23782	27389
6391	23759	27439
6392	23723	27426
6393	23777	27387
6394	23796	27409
6395	23718	27443
6396	23753	27398
6397	23758	27378
6398	23742	27428
6399	23721	27411
6400	23761	27370
6401	23786	27401
6402	23775	27398
6403	23784	27388
6404	23787	27456
6405	23755	27477
6406	23769	27441
6407	23779	27430
6408	23786	27459
6409	23793	27471
6410	23790	27455
6411	23800	27471
6412	23787	27535
6413	23774	27565
6414	23821	27509
6415	23844	27521
6416	23800	27571
6417	23848	27535
6418	23848	27578
6419	23805	27617
6420	23819	27570
6421	23835	27558
6422	23819	27604
6423	23775	27603
6424	23845	27577
6425	23791	27612
6426	23835	27567
6427	23858	27559
6428	23813	27604
6429	23802	27579
6430	23836	27551
6431	23839	27622
6432	23799	27632
6433	23845	27573
6434	23863	27599
6435	23817	27646
6436	23821	27600
6437	23858	27581
6438	23843	27638
6439	23809	27648
6440	23851	27593
6441	23875	27633
6442	23830	27669
6443	23848	27619
6444	23863	27619
6445	23843	27671
6446	23853	27654
6447	23838	27674
6448	23827	27662
6449	23848	27655
6450	23847	27653
6451	23892	27623
6452	23878	27683
6453	23842	27707
6454	23885	27663
6455	23860	27670
6456	23849	27726
6457	23858	27683
6458	23882	27682
6459	23904	27656
6460	23904	27671
6461	23867	27735
6462	23844	27738
6463	23890	27699
6464	23883	27708
6465	23882	27763
6466	23864	27735
6467	23921	27699
6468	23920	27743
6469	23883	27778
6470	23885	27736
6471	23908	27715
6472	23900	27771
6473	23865	27773
6474	23912	27734
6475	23933	27772
6476	23860	27786
6477	23902	27751
6478	23905	27730
6479	23888	27793
6480	23878	27771
6481	23937	27734
6482	23923	27792
6483	23873	27820
6484	23935	27770
6485	23909	27779
6486	23897	27828
6487	23901	27782
6488	23947	27763
6489	23935	27820
6490	23900	27847
6491	23932	27786
6492	23924	27785
6493	23910	27830
6494	23893	27825
6495	23943	27776
6496	23932	27824
6497	23901	27841
6498	23938	27792
6499	23948	27804
6500	23919	27860
6501	23902	27851
6502	23947	27802
6503	23957	27817
6504	23916	27861
6505	23921	27817
6506	23937	27811
6507	23951	27869
6508	23909	27871
6509	23955	27841
6510	23974	27827
6511	23944	27870
6512	23918	27874
6513	23960	27826
6514	23962	27872
6515	23930	27898
6516	23937	27853
6517	23976	27818
6518	23941	27881
6519	23915	27878
6520	23957	27835
6521	23950	27874
6522	23936	27908
6523	23948	27869
6524	23985	27847
6525	23955	27901
6526	23929	27924
6527	23987	27865
6528	23968	27880
6529	23939	27906
6530	23896	27861
6531	23968	27796
6532	23937	27836
6533	23873	27811
6534	23904	27751
6535	23893	27689
6536	23887	27719
6537	23859	27704
6538	23862	27627
6539	23888	27596
6540	23818	27623
6541	23798	27589
6542	23820	27534
6543	23808	27551
6544	23793	27580
6545	23788	27524
6546	23828	27497
6547	23805	27538
6548	23774	27566
6549	23777	27524
6550	23795	27480
6551	23802	27534
6552	23780	27559
6553	23778	27510
6554	23831	27476
6555	23791	27551
6556	23779	27520
6557	23813	27497
6558	23799	27502
6559	23784	27552
6560	23788	27507
6561	23824	27472
6562	23791	27516
6563	23762	27519
6564	23814	27472
6565	23810	27510
6566	23766	27536
6567	23792	27481
6568	23815	27459
6569	23776	27508
6570	23753	27489
6571	23800	27432
6572	23793	27499
6573	23759	27507
6574	23790	27458
6575	23822	27453
6576	23773	27498
6577	23753	27497
6578	23799	27457
6579	23794	27465
6580	23772	27524
6581	23758	27506
6582	23793	27485
6583	23823	27459
6584	23801	27467
6585	23820	27482
6586	23806	27481
6587	23818	27469
6588	23847	27480
6589	23796	27533
6590	23766	27525
6591	23804	27507
6592	23815	27516
6593	23817	27523
6594	23810	27483
6595	23800	27493
6596	23800	27467
6597	23797	27497
6598	23781	27528
6599	23766	27524
6600	23757	27519
6601	23813	27470
6602	23826	27463
6603	23777	27512
6604	23773	27486
6605	23805	27448
6606	23809	27468
6607	23807	27470
6608	23796	27530
6609	23775	27519
6610	23829	27490
6611	23845	27506
6612	23786	27558
6613	23802	27531
6614	23825	27560
6615	23822	27537
6616	23833	27517
6617	23840	27546
6618	23826	27603
6619	23807	27564
6620	23853	27540
6621	23854	27589
6622	23811	27605
6623	23842	27566
6624	23851	27579
6625	23849	27566
6626	23825	27622
6627	23824	27591
6628	23869	27561
6629	23872	27608
6630	23841	27643
6631	23821	27643
6632	23855	27609
6633	23867	27655
6634	23848	27683
6635	23863	27641
6636	23895	27629
6637	23858	27685
6638	23847	27660
6639	23874	27635
6640	23889	27686
6641	23854	27705
6642	23839	27700
6643	23890	27700
6644	23884	27655
6645	23876	27694
6646	23864	27722
6647	23852	27704
6648	23901	27670
6649	23915	27702
6650	23872	27745
6651	23870	27696
6652	23895	27688
6653	23872	27744
6654	23862	27699
6655	23913	27678
6656	23908	27736
6657	23871	27749
6658	23903	27702
6659	23896	27741
6660	23880	27754
6661	23920	27701
6662	23918	27747
6663	23877	27751
6664	23907	27691
6665	23904	27743
6666	23886	27765
6667	23909	27715
6668	23934	27720
6669	23877	27758
6670	23898	27718
6671	23911	27694
6672	23885	27748
6673	23864	27732
6674	23915	27693
6675	23910	27734
6676	23872	27736
6677	23910	27684
6678	23891	27703
6679	23875	27731
6680	23868	27681
6681	23919	27659
6682	23885	27718
6683	23870	27719
6684	23903	27667
6685	23888	27720
6686	23870	27741
6687	23910	27690
6688	23922	27703
6689	23882	27718
6690	23866	27682
6691	23878	27622
6692	23862	27660
6693	23812	27635
6694	23847	27560
6695	23854	27557
6696	23800	27561
6697	23793	27487
6698	23793	27445
6699	23775	27468
6700	23733	27443
6701	23784	27387
6702	23781	27390
6703	23730	27414
6704	23719	27358
6705	23751	27333
6706	23721	27326
6707	23724	27342
6708	23719	27375
6709	23705	27328
6710	23746	27321
6711	23769	27359
6712	23714	27383
6713	23721	27344
6714	23741	27322
6715	23723	27377
6716	23697	27354
6717	23752	27316
6718	23759	27362
6719	23714	27377
6720	23731	27326
6721	23735	27312
6722	23716	27358
6723	23695	27330
6724	23754	27292
6725	23736	27347
6726	23702	27368
6727	23725	27324
6728	23732	27308
6729	23714	27376
6730	23695	27334
6731	23757	27296
6732	23734	27350
6733	23712	27376
6734	23697	27397
6735	23730	27354
6736	23741	27347
6737	23737	27409
6738	23716	27402
6739	23772	27372
6740	23787	27394
6741	23725	27448
6742	23746	27403
6743	23760	27385
6744	23764	27425
6745	23727	27468
6746	23760	27414
6747	23793	27400
6748	23754	27452
6749	23730	27454
6750	23771	27404
6751	23777	27459
6752	23739	27483
6753	23773	27427
6754	23804	27408
6755	23763	27479
6756	23747	27463
6757	23773	27414
6758	23779	27463
6759	23755	27494
6760	23779	27446
6761	23810	27441
6762	23778	27501
6763	23760	27474
6764	23797	27433
6765	23796	27490
6766	23757	27503
6767	23809	27467
6768	23836	27485
6769	23777	27529
6770	23782	27489
6771	23805	27471
6772	23797	27535
6773	23787	27553
6774	23833	27497
6775	23843	27514
6776	23795	27575
6777	23797	27525
6778	23818	27514
6779	23824	27566
6780	23782	27571
6781	23840	27532
6782	23859	27578
6783	23816	27603
6784	23830	27567
6785	23837	27559
6786	23839	27617
6787	23801	27584
6788	23869	27557
6789	23846	27621
6790	23821	27640
6791	23848	27588
6792	23847	27609
6793	23828	27654
6794	23838	27599
6795	23888	27598
6796	23840	27652
6797	23834	27635
6798	23856	27597
6799	23853	27664
6800	23822	27678
6801	23828	27663
6802	23877	27635
6803	23895	27680
6804	23853	27704
6805	23869	27670
6806	23894	27678
6807	23876	27742
6808	23867	27719
6809	23904	27689
6810	23908	27741
6811	23876	27754
6812	23910	27713
6813	23900	27732
6814	23886	27770
6815	23868	27774
6816	23910	27722
6817	23916	27720
6818	23928	27742
6819	23895	27799
6820	23886	27735
6821	23910	27718
6822	23908	27768
6823	23875	27769
6824	23918	27729
6825	23932	27746
6826	23900	27792
6827	23884	27757
6828	23910	27713
6829	23910	27774
6830	23875	27791
6831	23920	27753
6832	23954	27760
6833	23906	27808
6834	23897	27763
6835	23925	27745
6836	23910	27797
6837	23883	27802
6838	23929	27744
6839	23949	27773
6840	23907	27807
6841	23894	27821
6842	23944	27766
6843	23922	27783
6844	23915	27825
6845	23900	27816
6846	23947	27771
6847	23952	27831
6848	23924	27859
6849	23941	27807
6850	23936	27792
6851	23925	27856
6852	23908	27834
6853	23958	27805
6854	23950	27850
6855	23908	27859
6856	23967	27812
6857	23948	27811
6858	23932	27840
6859	23917	27850
6860	23901	27789
6861	23945	27737
6862	23907	27769
6863	23859	27757
6864	23883	27671
6865	23860	27649
6866	23829	27661
6867	23813	27578
6868	23844	27538
6869	23796	27560
6870	23766	27536
6871	23807	27474
6872	23789	27481
6873	23762	27507
6874	23775	27446
6875	23807	27423
6876	23763	27471
6877	23750	27451
6878	23762	27399
6879	23777	27446
6880	23735	27453
6881	23781	27408
6882	23800	27418
6883	23749	27459
6884	23744	27406
6885	23770	27381
6886	23756	27428
6887	23722	27426
6888	23771	27379
6889	23770	27405
6890	23718	27430
6891	23749	27387
6892	23745	27355
6893	23731	27394
6894	23703	27368
6895	23743	27321
6896	23751	27374
6897	23695	27372
6898	23740	27324
6899	23736	27323
6900	23726	27384
6901	23699	27347
6902	23759	27301
6903	23734	27364
6904	23707	27380
6905	23731	27318
6906	23731	27341
6907	23710	27385
6908	23718	27345
6909	23768	27318
6910	23737	27373
6911	23708	27386
6912	23743	27353
6913	23763	27398
6914	23717	27436
6915	23760	27387
6916	23803	27369
6917	23759	27455
6918	23741	27429
6919	23779	27390
6920	23771	27443
6921	23744	27457
6922	23789	27415
6923	23806	27404
6924	23749	27467
6925	23754	27426
6926	23772	27396
6927	23772	27451
6928	23733	27457
6929	23783	27401
6930	23790	27450
6931	23740	27465
6932	23783	27418
6933	23783	27401
6934	23770	27457
6935	23736	27478
6936	23797	27418
6937	23804	27438
6938	23762	27483
6939	23756	27450
6940	23780	27434
6941	23779	27487
6942	23749	27492
6943	23791	27466
6944	23824	27453
6945	23787	27522
6946	23773	27518
6947	23798	27487
6948	23806	27535
6949	23791	27564
6950	23802	27527
6951	23852	27522
6952	23815	27579
6953	23791	27583
6954	23839	27557
6955	23841	27591
6956	23811	27625
6957	23844	27583
6958	23867	27568
6959	23824	27621
6960	23812	27602
6961	23839	27561
6962	23847	27623
6963	23822	27635
6964	23864	27594
6965	23880	27601
6966	23845	27649
6967	23838	27609
6968	23856	27590
6969	23853	27662
6970	23818	27659
6971	23872	27616
6972	23880	27640
6973	23837	27678
6974	23854	27633
6975	23868	27625
6976	23855	27681
6977	23832	27675
6978	23873	27639
6979	23897	27685
6980	23856	27709
6981	23863	27684
6982	23881	27664
6983	23867	27717
6984	23847	27707
6985	23895	27676
6986	23908	27701
6987	23923	27671
6988	23933	27696
6989	23878	27741
6990	23865	27718
6991	23888	27698
6992	23904	27741
6993	23878	27760
6994	23875	27713
6995	23927	27683
6996	23896	27764
6997	23869	27772
6998	23916	27734
6999	23919	27760
7000	23882	27812
7001	23893	27762
7002	23949	27751
7003	23907	27805
7004	23889	27800
7005	23929	27765
7006	23928	27801
7007	23905	27847
7008	23927	27793
7009	23972	27771
7010	23936	27822
7011	23910	27841
7012	23947	27803
7013	23935	27815
7014	23932	27872
7015	23900	27828
7016	23962	27798
7017	23937	27856
7018	23910	27866
7019	23958	27818
7020	23947	27845
7021	23929	27893
7022	23925	27854
7023	23983	27825
7024	23955	27861
7025	23949	27895
7026	23977	27860
7027	23937	27906
7028	23945	27872
7029	23966	27845
7030	23956	27897
7031	23943	27940
7032	23978	27875
7033	23999	27888
7034	23946	27951
7035	23970	27915
7036	23977	27904
7037	23973	27950
7038	23938	27923
7039	23988	27859
7040	23962	27910
7041	23923	27884
7042	23939	27805
7043	23936	27828
7044	23881	27808
7045	23913	27716
7046	23920	27735
7047	23850	27721
7048	23864	27640
7049	23849	27588
7050	23847	27631
7051	23797	27625
7052	23842	27560
7053	23853	27529
7054	23848	27517
7055	23855	27530
7056	23836	27504
7057	23831	27502
7058	23839	27496
7059	23837	27552
7060	23792	27560
7061	23771	27520
7062	23827	27495
7063	23816	27555
7064	23783	27554
7065	23813	27506
7066	23831	27480
7067	23821	27522
7068	23784	27552
7069	23776	27496
7070	23800	27448
7071	23801	27494
7072	23764	27511
7073	23778	27440
7074	23804	27422
7075	23760	27459
7076	23750	27423
7077	23766	27388
7078	23761	27435
7079	23725	27436
7080	23779	27390
7081	23786	27410
7082	23733	27455
7083	23762	27407
7084	23769	27416
7085	23763	27453
7086	23752	27418
7087	23796	27404
7088	23765	27458
7089	23746	27459
7090	23777	27418
7091	23787	27469
7092	23759	27490
7093	23807	27448
7094	23820	27465
7095	23766	27508
7096	23785	27468
7097	23801	27463
7098	23799	27502
7099	23770	27519
7100	23812	27474
7101	23819	27496
7102	23761	27535
7103	23805	27485
7104	23809	27493
7105	23785	27544
7106	23773	27498
7107	23825	27459
7108	23800	27531
7109	23772	27531
7110	23809	27494
7111	23815	27532
7112	23780	27559
7113	23821	27508
7114	23852	27521
7115	23802	27569
7116	23796	27528
7117	23820	27509
7118	23814	27564
7119	23788	27548
7120	23839	27515
7121	23828	27570
7122	23789	27584
7123	23830	27538
7124	23839	27594
7125	23813	27614
7126	23814	27575
7127	23857	27556
7128	23824	27615
7129	23832	27602
7130	23846	27560
7131	23855	27611
7132	23823	27637
7133	23827	27584
7134	23874	27564
7135	23845	27621
7136	23828	27637
7137	23864	27579
7138	23859	27589
7139	23848	27647
7140	23825	27661
7141	23878	27623
7142	23897	27636
7143	23853	27681
7144	23842	27653
7145	23873	27631
7146	23884	27692
7147	23852	27725
7148	23876	27685
7149	23908	27680
7150	23886	27729
7151	23860	27745
7152	23913	27698
7153	23899	27711
7154	23874	27759
7155	23889	27718
7156	23929	27712
7157	23900	27779
7158	23877	27735
7159	23900	27693
7160	23898	27765
7161	23875	27763
7162	23923	27708
7163	23922	27775
7164	23879	27780
7165	23918	27736
7166	23914	27773
7167	23880	27794
7168	23933	27744
7169	23939	27785
7170	23880	27822
7171	23920	27769
7172	23923	27744
7173	23908	27824
7174	23879	27825
7175	23942	27779
7176	23950	27817
7177	23909	27855
7178	23897	27824
7179	23938	27802
7180	23941	27835
7181	23913	27866
7182	23903	27818
7183	23966	27800
7184	23954	27852
7185	23921	27887
7186	23926	27841
7187	23962	27820
7188	23966	27878
7189	23920	27908
7190	23953	27856
7191	23991	27854
7192	23949	27894
7193	23935	27864
7194	23953	27844
7195	23956	27903
7196	23936	27896
7197	23981	27845
7198	23971	27909
7199	23931	27924
7200	23974	27881
7201	23979	27933
7202	23952	27953
7203	24002	27911
7204	24015	27925
7205	23961	27974
7206	23978	27933
7207	23990	27921
7208	23979	27977
7209	23967	27957
7210	24015	27926
7211	23997	27986
7212	23977	28009
7213	24000	27962
7214	23988	27960
7215	23999	27941
7216	23989	27986
7217	23956	27976
7218	23949	27897
7219	23984	27838
7220	23953	27852
7221	23907	27844
7222	23927	27753
7223	23912	27707
7224	23873	27715
7225	23840	27653
7226	23864	27583
7227	23849	27607
7228	23802	27611
7229	23817	27538
7230	23806	27494
7231	23790	27539
7232	23771	27493
7233	23809	27442
7234	23784	27484
7235	23751	27476
7236	23772	27430
7237	23780	27466
7238	23728	27484
7239	23791	27417
7240	23806	27456
7241	23758	27480
7242	23787	27425
7243	23777	27448
7244	23752	27483
7245	23787	27439
7246	23812	27422
7247	23762	27475
7248	23761	27427
7249	23772	27405
7250	23752	27439
7251	23726	27439
7252	23777	27370
7253	23787	27391
7254	23721	27421
7255	23739	27362
7256	23752	27338
7257	23768	27390
7258	23721	27414
7259	23730	27354
7260	23757	27353
7261	23721	27379
7262	23735	27371
7263	23773	27363
7264	23783	27366
7265	23803	27401
7266	23790	27443
7267	23797	27408
7268	23809	27469
7269	23761	27472
7270	23797	27426
7271	23815	27423
7272	23764	27495
7273	23792	27445
7274	23789	27482
7275	23752	27498
7276	23802	27429
7277	23791	27493
7278	23764	27469
7279	23792	27441
7280	23771	27491
7281	23771	27456
7282	23803	27418
7283	23826	27448
7284	23768	27488
7285	23808	27434
7286	23798	27466
7287	23763	27476
7288	23790	27458
7289	23795	27422
7290	23822	27431
7291	23771	27473
7292	23768	27482
7293	23770	27492
7294	23765	27459
7295	23800	27458
7296	23790	27477
7297	23796	27463
7298	23805	27510
7299	23770	27524
7300	23810	27474
7301	23831	27502
7302	23784	27543
7303	23808	27494
7304	23804	27518
7305	23793	27554
7306	23805	27509
7307	23852	27496
7308	23786	27555
7309	23795	27508
7310	23826	27507
7311	23809	27570
7312	23789	27531
7313	23844	27509
7314	23813	27573
7315	23792	27553
7316	23837	27525
7317	23827	27580
7318	23801	27590
7319	23847	27548
7320	23846	27602
7321	23804	27596
7322	23841	27553
7323	23852	27604
7324	23809	27606
7325	23864	27569
7326	23860	27609
7327	23829	27625
7328	23809	27585
7329	23848	27563
7330	23846	27577
7331	23859	27577
7332	23832	27636
7333	23823	27601
7334	23874	27565
7335	23852	27623
7336	23819	27649
7337	23876	27590
7338	23852	27605
7339	23835	27641
7340	23846	27607
7341	23886	27593
7342	23838	27642
7343	23810	27631
7344	23856	27590
7345	23858	27634
7346	23823	27648
7347	23877	27610
7348	23910	27610
7349	23851	27661
7350	23834	27621
7351	23878	27592
7352	23872	27660
7353	23844	27671
7354	23881	27600
7355	23896	27637
7356	23851	27673
7357	23846	27650
7358	23871	27618
7359	23884	27666
7360	23847	27695
7361	23876	27656
7362	23913	27635
7363	23869	27708
7364	23855	27693
7365	23906	27658
7366	23894	27685
7367	23858	27714
7368	23883	27670
7369	23920	27659
7370	23871	27704
7371	23855	27670
7372	23891	27643
7373	23884	27693
7374	23852	27702
7375	23894	27662
7376	23923	27675
7377	23870	27716
7378	23875	27686
7379	23891	27670
7380	23886	27733
7381	23840	27710
7382	23905	27645
7383	23900	27685
7384	23832	27652
7385	23867	27583
7386	23838	27533
7387	23797	27554
7388	23754	27506
7389	23795	27426
7390	23793	27422
7391	23737	27421
7392	23735	27336
7393	23754	27301
7394	23716	27320
7395	23679	27304
7396	23732	27242
7397	23735	27230
7398	23685	27281
7399	23670	27232
7400	23699	27192
7401	23695	27240
7402	23693	27230
7403	23648	27195
7404	23710	27205
7405	23681	27248
7406	23655	27216
7407	23684	27183
7408	23683	27231
7409	23654	27245
7410	23661	27203
7411	23705	27175
7412	23678	27208
7413	23639	27240
7414	23696	27179
7415	23691	27160
7416	23677	27207
7417	23637	27211
7418	23693	27131
7419	23695	27163
7420	23642	27192
7421	23638	27153
7422	23661	27114
7423	23661	27180
7424	23622	27180
7425	23671	27137
7426	23689	27141
7427	23637	27200
7428	23636	27162
7429	23674	27133
7430	23671	27213
7431	23646	27235
7432	23700	27175
7433	23723	27218
7434	23674	27257
7435	23678	27225
7436	23703	27216
7437	23707	27272
7438	23663	27275
7439	23722	27237
7440	23744	27283
7441	23690	27309
7442	23708	27269
7443	23721	27245
7444	23703	27316
7445	23679	27284
7446	23729	27246
7447	23738	27300
7448	23685	27312
7449	23733	27271
7450	23718	27287
7451	23704	27334
7452	23672	27297
7453	23741	27252
7454	23732	27309
7455	23677	27332
7456	23741	27261
7457	23717	27298
7458	23702	27328
7459	23706	27285
7460	23740	27278
7461	23748	27321
7462	23701	27335
7463	23732	27288
7464	23733	27279
7465	23713	27350
7466	23700	27319
7467	23749	27281
7468	23747	27355
7469	23708	27368
7470	23751	27333
7471	23737	27347
7472	23723	27395
7473	23730	27366
7474	23777	27331
7475	23764	27392
7476	23736	27412
7477	23766	27355
7478	23759	27386
7479	23740	27431
7480	23739	27388
7481	23798	27368
7482	23755	27430
7483	23732	27407
7484	23765	27375
7485	23763	27411
7486	23735	27432
7487	23767	27384
7488	23796	27380
7489	23764	27433
7490	23748	27406
7491	23778	27377
7492	23768	27439
7493	23735	27453
7494	23790	27401
7495	23812	27447
7496	23764	27477
7497	23770	27441
7498	23789	27410
7499	23774	27470
7500	23763	27449
7501	23807	27408
7502	23786	27468
7503	23757	27484
7504	23798	27445
7505	23789	27456
7506	23769	27503
7507	23768	27456
7508	23819	27453
7509	23785	27494
7510	23767	27497
7511	23807	27459
7512	23802	27511
7513	23775	27530
7514	23799	27480
7515	23842	27467
7516	23795	27528
7517	23784	27531
7518	23789	27498
7519	23823	27466
7520	23805	27548
7521	23776	27533
7522	23833	27493
7523	23828	27500
7524	23786	27543
7525	23833	27503
7526	23854	27536
7527	23805	27569
7528	23815	27527
7529	23837	27520
7530	23834	27509
7531	23815	27566
7532	23834	27570
7533	23813	27597
7534	23826	27551
7535	23865	27534
7536	23832	27588
7537	23803	27590
7538	23845	27566
7539	23850	27599
7540	23820	27628
7541	23858	27573
7542	23886	27572
7543	23839	27626
7544	23821	27595
7545	23863	27561
7546	23860	27626
7547	23828	27632
7548	23874	27596
7549	23894	27601
7550	23844	27644
7551	23834	27632
7552	23874	27585
7553	23870	27655
7554	23838	27681
7555	23895	27613
7556	23903	27617
7557	23849	27651
7558	23840	27620
7559	23859	27559
7560	23847	27593
7561	23798	27574
7562	23826	27491
7563	23831	27448
7564	23764	27463
7565	23734	27386
7566	23756	27329
7567	23729	27344
7568	23678	27324
7569	23719	27259
7570	23729	27233
7571	23677	27269
7572	23671	27222
7573	23681	27164
7574	23677	27222
7575	23656	27231
7576	23688	27172
7577	23699	27194
7578	23645	27230
7579	23668	27180
7580	23683	27164
7581	23661	27208
7582	23642	27200
7583	23682	27153
7584	23689	27207
7585	23642	27213
7586	23681	27161
7587	23681	27157
7588	23654	27201
7589	23625	27188
7590	23675	27131
7591	23693	27157
7592	23618	27186
7593	23643	27125
7594	23650	27103
7595	23633	27156
7596	23617	27126
7597	23661	27077
7598	23652	27145
7599	23603	27137
7600	23651	27093
7601	23642	27125
7602	23631	27163
7603	23643	27121
7604	23681	27112
7605	23644	27165
7606	23630	27153
7607	23659	27136
7608	23666	27189
7609	23648	27211
7610	23687	27174
7611	23708	27175
7612	23677	27233
7613	23646	27213
7614	23692	27184
7615	23690	27246
7616	23657	27257
7617	23709	27208
7618	23727	27263
7619	23677	27288
7620	23702	27235
7621	23699	27224
7622	23666	27293
7623	23676	27246
7624	23728	27227
7625	23695	27274
7626	23664	27269
7627	23703	27254
7628	23707	27223
7629	23702	27279
7630	23675	27303
7631	23680	27249
7632	23733	27237
7633	23681	27290
7634	23675	27261
7635	23715	27231
7636	23700	27252
7637	23698	27303
7638	23673	27275
7639	23739	27235
7640	23714	27304
7641	23681	27311
7642	23740	27282
7643	23730	27321
7644	23705	27364
7645	23731	27321
7646	23764	27307
7647	23720	27366
7648	23707	27360
7649	23736	27324
7650	23734	27349
7651	23715	27393
7652	23730	27349
7653	23766	27329
7654	23728	27391
7655	23711	27373
7656	23752	27351
7657	23748	27394
7658	23724	27416
7659	23753	27388
7660	23788	27361
7661	23750	27441
7662	23746	27424
7663	23772	27394
7664	23781	27437
7665	23743	27472
7666	23768	27430
7667	23817	27430
7668	23765	27483
7669	23763	27470
7670	23799	27442
7671	23803	27501
7672	23774	27520
7673	23800	27483
7674	23844	27503
7675	23793	27554
7676	23794	27502
7677	23813	27496
7678	23808	27549
7679	23774	27551
7680	23833	27515
7681	23848	27568
7682	23803	27588
7683	23828	27532
7684	23846	27543
7685	23826	27588
7686	23810	27560
7687	23861	27521
7688	23836	27604
7689	23807	27608
7690	23839	27561
7691	23847	27593
7692	23830	27640
7693	23830	27596
7694	23879	27576
7695	23844	27628
7696	23821	27628
7697	23845	27577
7698	23859	27624
7699	23838	27645
7700	23865	27601
7701	23894	27598
7702	23849	27663
7703	23838	27623
7704	23865	27592
7705	23858	27656
7706	23826	27670
7707	23876	27626
7708	23894	27657
7709	23848	27690
7710	23861	27647
7711	23882	27642
7712	23868	27697
7713	23840	27690
7714	23888	27644
7715	23901	27693
7716	23872	27720
7717	23892	27675
7718	23888	27667
7719	23871	27729
7720	23861	27692
7721	23923	27665
7722	23903	27723
7723	23863	27733
7724	23901	27683
7725	23907	27735
7726	23877	27754
7727	23892	27719
7728	23925	27684
7729	23917	27744
7730	23878	27762
7731	23916	27719
7732	23915	27737
