timestamp,red,ir
7366961.0,82625.09262231858,109574.06780283619
7386961.0,82633.39700047785,109651.25272076463
7406961.0,82664.69548101268,109789.07652183383
7426961.0,82713.77888225432,109963.46121227765
7446961.0,82767.95916065772,110129.8718483043
7466961.0,82806.6722440625,110289.27650483714
7486961.0,82853.157814803,110451.84856381142
7506961.0,82887.31206311018,110564.10153725444
7526961.0,82893.92865208935,110610.31970466458
7547961.0,82888.77447852226,110577.57492331401
7567961.0,82868.06139053388,110496.37265619345
7587961.0,82850.73756268379,110426.69909962869
7607961.0,82840.30961039968,110402.47185546653
7627961.0,82844.79887905967,110420.70874612348
7647961.0,82868.64569239026,110468.89343021993
7667961.0,82887.65254979106,110542.31217197425
7687961.0,82901.35586913879,110616.22332141991
7707961.0,82916.05949714799,110709.04155916939
7728961.0,82939.69256302745,110814.54359273531
7748961.0,82963.90014028829,110915.45411946958
7768961.0,82984.13061323774,111011.33979904481
7788961.0,83004.67603610127,111092.60679844723
7808961.0,83032.88260180385,111193.4319070013
7828961.0,83041.56185406042,111105.47139448307
7848961.0,82945.04621511846,110627.34766880133
7868961.0,82782.80029427187,110033.32959109053
7888961.0,82659.68094471676,109613.69707103462
7909961.0,82589.1770769839,109410.97862231467
7929961.0,82566.36189320771,109386.6537218047
7949961.0,82582.97132565235,109474.83439965712
7969961.0,82618.34293625873,109611.03898095254
7989961.0,82658.00552933126,109744.31043498142
8009961.0,82703.18153265995,109878.4669064092
8029961.0,82739.90849171605,110020.85631120055
8049961.0,82764.3695696254,110163.52261127952
8069961.0,82799.19393644705,110280.15601860688
8089961.0,82817.47586633707,110319.31566808274
8110961.0,82800.4796450417,110283.61644237746
8130961.0,82780.37159021515,110205.55092954257
8150961.0,82771.11059026122,110143.77304563473
8170961.0,82771.30571136308,110134.28167083548
8190961.0,82777.15997256862,110159.66744859895
8210961.0,82789.37223249389,110215.55530493324
8230961.0,82811.3961110173,110282.48226970392
8250961.0,82827.76800240346,110368.96438340344
8270961.0,82846.8808990953,110462.67994660835
8291961.0,82871.76826042694,110554.4113859216
8311961.0,82891.78170385357,110663.47786032983
8331961.0,82913.18603185362,110752.21992521163
8351961.0,82934.78004585157,110849.44373771189
8371961.0,82944.60110472975,110793.00368562971
8391961.0,82865.45203830174,110347.31875311495
8411961.0,82705.46840155448,109738.58092210712
8431961.0,82578.45374143895,109279.68350382464
8451961.0,82499.96069683382,109051.79179898693
8472961.0,82472.8870800694,109025.76315565723
8492961.0,82485.4046587596,109111.97022832258
8512961.0,82511.06205211201,109244.9975342663
8532961.0,82558.39599550448,109392.7668586096
8552961.0,82597.73726777831,109531.54280736725
8572961.0,82630.72479227741,109652.11236926066
8592961.0,82668.81483546045,109775.50237380897
8612961.0,82698.4863608703,109894.11260623744
8632961.0,82724.98585441032,109963.35066881737
8652961.0,82731.80177190436,109968.02968756238
8673961.0,82712.82202007991,109930.37298289793
8693961.0,82695.31687988054,109887.10170634773
8713961.0,82694.078664372,109875.48040799671
8733961.0,82705.43310232107,109914.28596293222
8753961.0,82724.36491344181,109984.61359507884
8773961.0,82750.69303994591,110074.34717075262
8793961.0,82783.25111966813,110181.2548038539
8813961.0,82809.54551349659,110292.65490948185
8833961.0,82828.85130804562,110399.77383481302
8854961.0,82858.14923009275,110519.91750456445
8874961.0,82886.02379230743,110630.2037465504
8894961.0,82911.66734246994,110743.3288942888
8914961.0,82947.02689481726,110840.15308556556
8934961.0,82919.01086474379,110596.02726489317
8954961.0,82779.80564676927,109973.1900839913
8974961.0,82612.81213490624,109363.88038917589
8994961.0,82486.71380786705,108954.81209442944
9014961.0,82421.65497122926,108792.58812700216
9035961.0,82417.06154654962,108813.57572907768
9055961.0,82437.05204205433,108919.28754351949
9075961.0,82470.87828606722,109079.6055601218
9095961.0,82517.54282168247,109220.00286544596
9115961.0,82559.03310319877,109343.9176719805
9135961.0,82589.54875683301,109471.13908424223
9155961.0,82624.59904784043,109597.81343062368
9175961.0,82661.38333571712,109714.20933526891
9195961.0,82682.49194333408,109783.07830343422
9216961.0,82685.84720936514,109804.49544583399
9236961.0,82673.053844407,109777.16585573426
9256961.0,82670.78305950167,109743.98878316702
9276961.0,82676.47971692069,109756.71578516773
9296961.0,82682.94820334412,109804.57474138943
9316961.0,82713.23956495246,109886.22608958773
9336961.0,82745.13399886408,109989.80081899726
9356961.0,82767.96754510069,110095.10339276899
9376961.0,82793.69015321213,110207.2603669989
9396961.0,82821.27885274387,110314.83157471157
9417961.0,82846.54696038316,110417.79501373258
9437961.0,82873.25143507194,110538.39045311554
9457961.0,82899.29246524259,110641.60065415947
9477961.0,82922.80433201807,110753.39402246213
9497961.0,82961.32634771029,110831.81955304119
9517961.0,82934.2591653045,110564.52253980645
9537961.0,82781.42313511479,109937.86300898224
9557961.0,82611.06096408644,109335.50886395382
9577961.0,82499.81741674028,108961.31364146431
9598961.0,82443.35975952994,108829.70577350383
9618961.0,82442.95121630318,108884.6348112075
9638961.0,82478.82470518017,109028.89260056835
9658961.0,82521.72617634333,109199.06027008212
9678961.0,82570.89859697035,109351.12512287452
9698961.0,82611.9115278736,109483.61103426525
9718961.0,82642.06946504023,109613.24291470143
9738961.0,82680.38895292673,109743.30422360692
9758961.0,82708.32113748575,109851.36488357664
9779961.0,82720.49841547987,109902.96888241853
9799961.0,82724.23425841815,109917.78063132388
9819961.0,82722.12891156445,109910.53328566845
9839961.0,82715.62624691913,109886.65159652542
9859961.0,82713.7121368577,109892.87113558273
9879961.0,82731.64971655302,109942.62259487853
9899961.0,82752.12328697441,110017.36428230295
9919961.0,82773.4913902838,110099.7146634828
9939961.0,82795.9844200077,110188.66462741411
9959961.0,82822.19886949343,110297.5898403695
9980961.0,82850.29744146374,110404.92425859442
10000961.0,82865.58549661151,110509.73552375796
10020961.0,82892.47902164851,110620.72598480471
10040961.0,82926.43278422621,110727.90953426989
10060961.0,82957.79310661869,110829.70334480362
10080961.0,82984.84529571308,110908.8800787884
10100961.0,83005.49609565942,111000.17626757984
10120961.0,83011.24373897194,110970.69727996257
10140961.0,82925.35209008254,110551.3423721322
10161961.0,82758.08919360457,109911.46889516443
10181961.0,82616.25472874305,109419.0660245411
10201961.0,82541.05796399884,109170.2440666655
10221961.0,82522.87033207182,109145.11829137118
10241961.0,82544.80553271265,109259.81931801584
10261961.0,82586.8359102752,109407.23984519584
10281961.0,82631.87724514547,109566.28849442674
10301961.0,82672.91856485288,109719.06672709303
10321961.0,82704.00790135548,109855.86539482107
10342961.0,82735.28869820116,110006.55773977128
10362961.0,82776.04580232647,110139.3266277923
10382961.0,82803.29198891069,110221.51669477584
10402961.0,82808.88933594503,110257.85383570168
10422961.0,82805.03169562884,110227.68067217698
10442961.0,82798.46603818392,110177.22713551027
10462961.0,82794.47283321564,110157.44551014794
10482961.0,82790.85004637038,110163.70452063731
10502961.0,82795.61072406621,110208.87884649709
10523961.0,82813.87069535757,110288.49086987246
10543961.0,82835.81762105094,110392.50241732463
10563961.0,82864.25197647733,110500.86404424833
10583961.0,82891.51285980473,110614.15860851946
10603961.0,82920.86710027343,110732.87494252723
10623961.0,82955.18883482483,110831.94696578417
10643961.0,82975.73984875246,110929.79888059173
10663961.0,82998.15999686514,111017.3383705187
10683961.0,83023.81690076226,111100.90979907398
10703961.0,83034.15034896643,111175.49870991384
10724961.0,83042.97250236642,111250.80170811758
10744961.0,83063.25958991688,111302.57810344994
10764961.0,83029.65181047953,111041.45232421333
10784961.0,82891.86286610525,110463.84674048306
10804961.0,82751.17328799567,109956.5510491775
10824961.0,82672.75177059864,109666.69473678622
10844961.0,82637.40267508509,109582.7411742952
10864961.0,82645.14851447794,109653.81029571645
10884961.0,82673.41369734528,109790.7125937698
10905961.0,82709.27301370053,109962.0945402968
10925961.0,82751.1001578369,110122.5416755703
10945961.0,82788.0221595041,110264.7034075362
10965961.0,82823.32320972647,110424.9662339906
10985961.0,82866.78557128228,110578.21010694014
11005961.0,82902.70550225546,110671.73058886734
11025961.0,82908.64113504143,110677.37019811299
11045961.0,82895.21143462141,110622.15184706234
11065961.0,82878.52526435757,110558.39044659588
11086961.0,82863.68767818822,110509.4095130808
11106961.0,82854.98706081952,110515.02437706626
11126961.0,82865.37983054292,110572.67522071203
11146961.0,82886.36294093376,110646.41864933347
11166961.0,82909.9453165024,110750.45363525004
11186961.0,82940.84868065413,110860.4377225595
11206961.0,82963.52367720983,110959.43593405315
11226961.0,82989.96601402678,111063.80334681793
11246961.0,83017.20414816294,111160.81548927508
11266961.0,83032.59994761704,111258.78720700013
11287961.0,83050.40200200124,111331.94991741586
11307961.0,83065.90669134565,111411.2831955473
11327961.0,83081.40225286629,111482.61393486845
11347961.0,83049.25707229416,111237.98771114372
11367961.0,82924.99849926759,110667.1935787493
11387961.0,82785.43871618975,110171.21060207303
11407961.0,82705.51435094763,109914.76969689073
11427961.0,82680.46649719379,109861.02012063074
11447961.0,82686.23666922623,109932.97692004542
11468961.0,82712.62135322836,110072.37600152535
11488961.0,82752.24333259504,110246.62054806488
11508961.0,82794.31782437357,110406.0106993446
11528961.0,82833.62832538772,110585.1490890853
11548961.0,82880.80344623138,110771.77339148577
11568961.0,82929.31929900666,110907.51346202749
11588961.0,82951.2283601798,110972.8532860252
11608961.0,82948.04536636674,110947.52430967278
11628961.0,82931.1197023073,110877.95665358579
11649961.0,82906.55217315727,110809.5257017916
11669961.0,82894.74744557572,110772.2327082165
11689961.0,82897.98886205033,110792.37726894816
11709961.0,82905.42105437511,110845.08092166617
11729961.0,82930.96908050517,110930.86453272097
11749961.0,82960.43992042539,111033.70477436518
11769961.0,82985.89828083373,111134.16856713191
11789961.0,83020.29993442408,111240.01634231693
11809961.0,83042.46833943325,111341.14899372833
11830961.0,83063.86343173153,111455.43011234437
11850961.0,83083.59330300393,111556.48705134673
11870961.0,83107.40058728991,111669.0433134791
11890961.0,83132.81437630733,111694.02497491983
11910961.0,83066.8036404762,111311.61222542325
11930961.0,82916.2640142022,110704.01375813229
11950961.0,82781.70515041775,110274.01530857437
11970961.0,82715.07851729417,110053.37250413683
11990961.0,82703.52026221053,110024.94322230201
12010961.0,82710.6220865661,110119.74958579002
12031961.0,82741.51888430271,110256.93121133352
12051961.0,82783.06015293866,110417.834067122
12071961.0,82819.87489448512,110566.55769291785
12091961.0,82860.66411713965,110709.42778751336
12111961.0,82904.31437600454,110860.86138167803
12131961.0,82942.2956055143,111004.25169100103
12151961.0,82961.70066439456,111067.4102521649
12171961.0,82962.15253341042,111043.4637438521
12191961.0,82939.5181938016,110979.53651980356
12212961.0,82912.13168218425,110908.63160816595
12232961.0,82905.6098421128,110886.6979607606
12252961.0,82911.47479474315,110909.39084561668
12272961.0,82929.30977764528,110969.87636284687
12292961.0,82950.63865527432,111048.03885231691
12312961.0,82965.55652435854,111130.10113924976
12332961.0,82988.99326091535,111230.48448365091
12352961.0,83019.3419445563,111324.98297728601
12372961.0,83043.85422847359,111438.93674356613
12393961.0,83063.31444177711,111544.27198880436
12413961.0,83092.30300497766,111649.15735448644
12433961.0,83110.65309222124,111692.67811538544
12453961.0,83048.53432858248,111355.96866016553
12473961.0,82909.08398796865,110736.18845526487
12493961.0,82775.94485306629,110256.50366768829
12513961.0,82698.11094942244,110012.29665236374
12533961.0,82672.09954408635,109963.31760351689
12553961.0,82680.12521953837,110036.55882118433
12574961.0,82702.4393907537,110148.22668145625
12594961.0,82727.47065332747,110281.38776866824
12614961.0,82762.86728538296,110402.14147795916
12634961.0,82791.05582297556,110516.93719322466
12654961.0,82814.10942092311,110638.4889436374
12674961.0,82852.77279852726,110737.89287876716
12694961.0,82869.96088353603,110787.85487422187
12714961.0,82864.45725644006,110782.01939763065
12734961.0,82851.90386564488,110725.66106874951
12755961.0,82822.20489879031,110644.90785592499
12775961.0,82808.23097514414,110616.1216908962
12795961.0,82819.0205649787,110639.85754070684
12815961.0,82827.68915111534,110677.57323556421
12835961.0,82837.31020459447,110735.71010829203
12855961.0,82858.65718914967,110805.52474938461
12875961.0,82882.41864860125,110892.07550335446
12895961.0,82904.85548028034,111000.08051500133
12915961.0,82939.37572388383,111117.52502170978
12935961.0,82964.45763706947,111218.09996777939
12956961.0,82981.51734868399,111335.98212285129
12976961.0,83002.05672233865,111339.65785618906
12996961.0,82929.35271442775,110940.65286512065
13016961.0,82770.37159283237,110336.07323572916
13036961.0,82647.01476457278,109891.89972407647
13056961.0,82574.06303435517,109659.77387808636
13076961.0,82553.9435959214,109625.57372494762
13096961.0,82572.75955557797,109703.7779356389
13116961.0,82594.61999584889,109821.59586994679
13137961.0,82624.39496020568,109972.24178769608
13157961.0,82657.01848023292,110109.19296809417
13177961.0,82692.7273950746,110242.06426396599
13197961.0,82727.50102629284,110392.87262971228
13217961.0,82765.6404389281,110531.03734330575
13237961.0,82806.34155503122,110628.48438094751
13257961.0,82821.66820156685,110658.78327054785
13277961.0,82814.55099168512,110626.02189129802
13297961.0,82800.57739902836,110573.73571368575
13318961.0,82786.30137746574,110543.45371261257
13338961.0,82786.59240346492,110560.70572586166
13358961.0,82802.02787285461,110619.18492471424
13378961.0,82819.34110384944,110697.59644266695
13398961.0,82848.98218004961,110787.86457106256
13418961.0,82883.27141928504,110889.73488169356
13438961.0,82903.04685384799,110983.17477380179
13458961.0,82925.21534663961,111079.87950411504
13478961.0,82950.42585459142,111175.74324243508
13499961.0,82971.89302500337,111257.23541060337
13519961.0,82997.21477345533,111359.16901897106
13539961.0,82982.09569008881,111226.14533434353
13559961.0,82868.18609831332,110681.26565206103
13579961.0,82709.7311010946,110083.29293339651
13599961.0,82594.22585132046,109695.20934104043
13619961.0,82537.45556782691,109528.78845943886
13639961.0,82530.45700164212,109539.14874972121
13659961.0,82550.76911610723,109628.26099748284
13679961.0,82579.4805982623,109763.04235562836
13700961.0,82607.19182210817,109905.22078653959
13720961.0,82638.3903871123,110020.8534740119
13740961.0,82673.39988209598,110136.9258581214
13760961.0,82706.66939876074,110276.10287807861
13780961.0,82749.86904987777,110397.90185432804
13800961.0,82775.1083229311,110466.27544916455
13820961.0,82780.89899115457,110493.8440680133
13840961.0,82781.77235610285,110460.0798513321
13860961.0,82766.32132533399,110410.17242373533
13881961.0,82760.31180614867,110413.43728029198
13901961.0,82765.46041958507,110448.76658255293
13921961.0,82783.58496819239,110517.66434885496
13941961.0,82807.34822933057,110606.39508178855
13961961.0,82827.87804273941,110692.01868266011
13981961.0,82863.08951431951,110792.14476337742
14001961.0,82885.96191928454,110896.717055315
14021961.0,82909.27837601144,110993.7911179656
14041961.0,82937.32488525234,111093.41749313835
14062961.0,82951.06367046427,111196.14535273441
14082961.0,82977.63180396915,111290.02310367592
14102961.0,83007.9777449934,111387.81063685671
14122961.0,83003.93187396937,111295.87791257698
14142961.0,82906.74068975437,110780.38967341813
14162961.0,82742.41918819095,110135.01815156589
14182961.0,82613.04612372172,109713.85996395999
14202961.0,82547.9899185682,109522.91610320302
14222961.0,82539.42776133124,109522.75053761541
14243961.0,82553.00831467542,109632.72917018401
14263961.0,82580.99523281428,109776.72525451433
14283961.0,82627.28291599444,109937.86027393967
14303961.0,82666.01716488632,110089.14644943486
14323961.0,82701.87069242864,110228.84411823683
14343961.0,82737.57639271108,110367.75828701764
14363961.0,82776.99177813191,110482.14187892927
14383961.0,82804.20243838619,110543.01009194825
14403961.0,82806.05453523429,110552.47347271793
14424961.0,82795.67990851478,110509.19361399554
14444961.0,82771.3691895986,110451.03644288376
14464961.0,82762.02017682715,110434.88177252292
14484961.0,82770.78503185915,110463.47275113796
14504961.0,82791.38219889702,110532.50485509876
14524961.0,82825.57066987063,110618.53636205677
14544961.0,82848.3648440623,110705.56299017408
14564961.0,82875.50059653752,110805.22257084848
14584961.0,82895.74574695877,110898.03746646803
14604961.0,82907.74261642028,110989.29416400848
14625961.0,82934.50009130525,111089.41173529247
14645961.0,82953.13088581961,111183.50373444484
14665961.0,82975.89367315163,111281.24505274373
14685961.0,83003.86063223735,111360.51059137765
14705961.0,83029.2780021051,111448.74459459019
14725961.0,83038.402038259,111428.67041365575
14745961.0,82961.52028885539,111001.94508449233
14765961.0,82801.69543387488,110348.00600983709
14785961.0,82651.64670903412,109865.19826888086
14806961.0,82570.79144426252,109625.11950364092
14826961.0,82547.86518994975,109592.88284213157
14846961.0,82564.8184825009,109692.0530626091
14866961.0,82604.85636924779,109854.27428408165
14886961.0,82650.66451409966,110034.5961246654
14906961.0,82702.07635765581,110185.88188086286
14926961.0,82736.77983942529,110324.68366469088
14946961.0,82765.23739074043,110463.60509963836
14966961.0,82801.50091015766,110576.73348670933
14987961.0,82815.66028962276,110640.29748865569
15007961.0,82816.36921338143,110649.12899110376
15027961.0,82810.97046571726,110603.06181787243
15047961.0,82796.7943842122,110551.16773317911
15067961.0,82794.76143771553,110537.76544302718
15087961.0,82801.93802020306,110550.47706282788
15107961.0,82810.80693671302,110591.3340803739
15127961.0,82827.41461815662,110669.22099884256
15147961.0,82849.92827174033,110764.78650159165
15168961.0,82869.46821500502,110854.10304783426
15188961.0,82889.67467869981,110955.66828701217
15208961.0,82916.73952070996,111055.67344092409
15228961.0,82939.72652532595,111142.97938146195
15248961.0,82964.03120266613,111238.46123450216
15268961.0,82989.57452713193,111321.31558974343
15288961.0,83006.67307050808,111409.24532124097
15308961.0,83022.0502670034,111470.9228545436
15328961.0,83037.22140279376,111530.23567690248
15349961.0,83051.61704416446,111578.55266342033
15369961.0,83003.38771629924,111281.04793572072
15389961.0,82854.25268661059,110648.12126607102
15409961.0,82703.99064072839,110124.62317603294
15429961.0,82622.8960615622,109856.48509509065
15449961.0,82599.48869014326,109792.4750512741
15469961.0,82616.33339184825,109878.20262855814
15489961.0,82649.86174463108,110020.3841981707
15509961.0,82686.02009887219,110181.6620014935
15529961.0,82726.29935460692,110352.79717033723
15550961.0,82766.1041595551,110516.25908821949
15570961.0,82802.87718833654,110673.0549946833
15590961.0,82842.60070139068,110814.4867479119
15610961.0,82871.66097515199,110900.40705792885
15630961.0,82881.28814816095,110893.68919308558
15650961.0,82868.36245076923,110801.89513123204
15670961.0,82838.62813342846,110701.7612581813
15690961.0,82823.47239017693,110650.81541221426
15710961.0,82819.40174795703,110644.86363884914
15731961.0,82814.97642832166,110670.34630486369
15751961.0,82825.30399956291,110724.00074546976
15771961.0,82850.74358650464,110818.53550469478
15791961.0,82876.09083356669,110921.89162936682
15811961.0,82901.07922763434,111023.32615180791
15831961.0,82934.19099237179,111126.23889206923
15851961.0,82958.54713938668,111212.39789437625
15871961.0,82971.42518637315,111300.70051052878
15891961.0,82986.5902299757,111372.62069180669
15912961.0,83012.13542055084,111468.98424908544
15932961.0,83016.14489673587,111418.12107259303
15952961.0,82924.96990493264,110961.79513975797
15972961.0,82779.27404658947,110409.06641031601
15992961.0,82676.68261211908,110065.72125044467
16012961.0,82632.72868992017,109915.85166445024
16032961.0,82633.38322594906,109938.82390677463
16052961.0,82656.34312451223,110059.20746664391
16072961.0,82688.26579117951,110227.77931957632
16093961.0,82726.85583044923,110394.39093264595
16113961.0,82768.58152334827,110563.55203886589
16133961.0,82814.46287729734,110763.19472667266
16153961.0,82865.14845037475,110933.40467750427
16173961.0,82908.3900306029,111057.63858709348
16193961.0,82924.32974698718,111097.79611834261
16213961.0,82914.69935939879,111033.33165071784
16233961.0,82886.48229464117,110932.73419525505
16253961.0,82860.75140306482,110845.4282525918
16274961.0,82849.81532245109,110799.19619256427
16294961.0,82840.77462860025,110816.75154467102
16314961.0,82851.01499149263,110879.04792669829
16334961.0,82875.69620456865,110950.62493377668
16354961.0,82897.47934177806,111046.23680131018
16374961.0,82926.65348862801,111144.27609183479
16394961.0,82955.30762472283,111232.36636952509
16414961.0,82978.90949603147,111329.40821819051
16434961.0,82991.59730954087,111412.61000836288
16454961.0,83011.87698851008,111520.21410799178
16475961.0,83021.41037021467,111462.89783845283
16495961.0,82925.84478922712,111000.95162136998
16515961.0,82768.15299491401,110413.8470259665
16535961.0,82661.43655231982,110034.93518092844
16555961.0,82613.72692682929,109883.59740018252
16575961.0,82602.48812718624,109881.20759805077
16595961.0,82617.05130937452,109965.05779658773
16615961.0,82651.76432359754,110105.07089647483
16635961.0,82687.70956902206,110256.59428042019
16656961.0,82715.83263731458,110400.50825965987
16676961.0,82747.73741329511,110549.43951745286
16696961.0,82789.76851804691,110704.4282416935
16716961.0,82826.6663784108,110821.93685553863
16736961.0,82839.95218090559,110853.746812416
16756961.0,82834.97785535824,110812.73208074027
16776961.0,82814.00144848433,110726.3614677066
16796961.0,82796.44688994862,110645.5452200764
16816961.0,82783.42758403663,110616.92651849735
16837961.0,82775.08358650422,110637.86297608676
16857961.0,82788.02113681697,110687.62763337177
16877961.0,82800.51407710154,110759.26808397994
16897961.0,82822.00222777406,110848.41977917604
16917961.0,82852.33446451197,110947.91109014871
16937961.0,82882.96588829708,111055.59619656943
16957961.0,82912.76293161364,111133.00884162117
16977961.0,82926.0979554861,111229.60816064669
16997961.0,82935.55249322933,111239.87915457222
17017961.0,82871.05420694608,110857.30762057865
17038961.0,82717.16783529922,110254.00599580043
17058961.0,82583.12611322236,109790.01109333828
17078961.0,82498.53004151961,109543.209701172
17098961.0,82473.19510687431,109496.42824313368
17118961.0,82491.31361834558,109553.68585750344
17138961.0,82517.63075476128,109673.03383401224
17158961.0,82556.62519227053,109810.4211074393
17178961.0,82587.07602973463,109915.46681027286
17198961.0,82608.32201473693,110036.11185389265
17219961.0,82634.52439270279,110167.18592518299
17239961.0,82664.65617266469,110279.67886379745
17259961.0,82688.9808742943,110350.68815467315
17279961.0,82693.3050547652,110364.92559766659
17299961.0,82691.05035788662,110332.7182516776
17319961.0,82689.42561850493,110284.16703589712
17339961.0,82681.12752847979,110262.70422123186
17359961.0,82674.55401112305,110273.53061007061
17379961.0,82684.5661015876,110323.86043372293
17400961.0,82701.82313689066,110404.77135284222
17420961.0,82724.36708155774,110492.18384959445
17440961.0,82750.39914997017,110580.98801057751
17460961.0,82770.98116899905,110685.38788486378
17480961.0,82807.0037636669,110800.39512222905
17500961.0,82837.51447694909,110889.07859779954
17520961.0,82861.22833351535,110980.97086327185
17540961.0,82859.49210362561,110889.72107844648
17560961.0,82746.04529334448,110381.25875714605
17581961.0,82577.39739523474,109743.14127014254
17601961.0,82449.75591502212,109296.81610325852
17621961.0,82372.01506427705,109069.56745118435
17641961.0,82352.11957509725,109047.28710350933
17661961.0,82372.87213165079,109134.90000137314
17681961.0,82402.87157246351,109252.63190520376
17701961.0,82439.90176209957,109377.36581135137
17721961.0,82474.32407683591,109481.53282030628
17741961.0,82493.25252057132,109581.9524246039
17762961.0,82519.7641248873,109692.95079826744
